項次,清運序,行政區,清運路線名稱,清運點名稱,一般垃圾清運時間,廚餘回收清運時間,資源回收清運時間
1305,3,桃園區,大會稽區第一區,大業路一段419號,星期一二四五六:17:35,星期一二四五六:17:35,星期一二四五六:17:35
1306,4,桃園區,大會稽區第一區,福山街62巷,星期一二四五六:17:40,星期一二四五六:17:40,星期一二四五六:17:40
1307,5,桃園區,大會稽區第一區,福山街79巷大興路口,星期一二四五六:17:45,星期一二四五六:17:45,星期一二四五六:17:45
1308,6,桃園區,大會稽區第一區,大業路一段277-281號(澄玉社區),星期一二四五六:17:50,星期一二四五六:17:50,星期一二四五六:17:50
1309,7,桃園區,大會稽區第一區,春日路610巷全條,星期一二四五六:17:58,星期一二四五六:17:58,星期一二四五六:17:58
1310,8,桃園區,大會稽區第一區,都會名廈民富九街76-86號,星期一二四五六:18:00,星期一二四五六:18:00,星期一二四五六:18:00
1311,9,桃園區,大會稽區第一區,當代名廈民富九街75-85號,星期一二四五六:18:02,星期一二四五六:18:02,星期一二四五六:18:02
1312,10,桃園區,大會稽區第一區,民有十一街94號至106號,星期一二四五六:18:05,星期一二四五六:18:05,星期一二四五六:18:05
1313,11,桃園區,大會稽區第一區,民富九街156巷,星期一二四五六:18:12,星期一二四五六:18:12,星期一二四五六:18:12
1314,12,桃園區,大會稽區第一區,大業路一段372號至422號,星期一二四五六:18:15,星期一二四五六:18:15,星期一二四五六:18:15
